Artikelnummer,Attributname,Attributwert
QSFP-400G-DR4,FAQ,"Welche Datenrate überträgt QSFP-400G-DR4?||QSFP-400G-DR4 überträgt 400 Gbit/s (4× 100G PAM4) gemäß IEEE 802.3 400GBASE-DR4 (400GAUI-4).##Welchen Formfaktor und Anschluss hat QSFP-400G-DR4?||QSFP-400G-DR4 ist im Formfaktor QSFP112 ausgeführt mit Anschluss MPO-12 (APC).##Welche Reichweite erzielt QSFP-400G-DR4?||QSFP-400G-DR4 überbrückt 500 m bei 1310 nm (4 Lanes parallel).##Unterstützt QSFP-400G-DR4 digitales Diagnose-Monitoring (DOM/DDM)?||DOM/DDM-Unterstützung bei QSFP-400G-DR4: Ja (CMIS-Modulmanagement).##In welchem Temperaturbereich arbeitet QSFP-400G-DR4?||QSFP-400G-DR4 arbeitet laut Datenblatt im Bereich 0 bis 70 °C.##Wofür wird QSFP-400G-DR4 eingesetzt?||QSFP-400G-DR4 ist ausgelegt für Rechenzentrum (Kurzstrecke).##Wie wird QSFP-400G-DR4 mit Strom versorgt?||QSFP-400G-DR4 bezieht die Versorgung über den Host-Port; ein externes Netzteil ist nicht erforderlich."
QSFP-400G-VR4,FAQ,"Welche Datenrate überträgt QSFP-400G-VR4?||QSFP-400G-VR4 überträgt 400 Gbit/s (4× 100G PAM4) gemäß IEEE 802.3 400GBASE-VR4 (400GAUI-4).##Welchen Formfaktor und Anschluss hat QSFP-400G-VR4?||QSFP-400G-VR4 ist im Formfaktor QSFP112 ausgeführt mit Anschluss MPO-12 (APC).##Welche Reichweite erzielt QSFP-400G-VR4?||QSFP-400G-VR4 überbrückt 50 m (OM3/OM4/OM5) bei 850 nm (4 Lanes parallel).##Unterstützt QSFP-400G-VR4 digitales Diagnose-Monitoring (DOM/DDM)?||DOM/DDM-Unterstützung bei QSFP-400G-VR4: Ja (CMIS-Modulmanagement).##In welchem Temperaturbereich arbeitet QSFP-400G-VR4?||QSFP-400G-VR4 arbeitet laut Datenblatt im Bereich 15 bis 70 °C (Kaltstart ab 0 °C).##Wofür wird QSFP-400G-VR4 eingesetzt?||QSFP-400G-VR4 ist ausgelegt für Rechenzentrum (Kurzstrecke).##Wie wird QSFP-400G-VR4 mit Strom versorgt?||QSFP-400G-VR4 bezieht die Versorgung über den Host-Port; ein externes Netzteil ist nicht erforderlich."
QSFP-400G-FR4,FAQ,"Welche Datenrate überträgt QSFP-400G-FR4?||QSFP-400G-FR4 überträgt 400 Gbit/s (4× 100G PAM4) gemäß IEEE 802.3 400GBASE-FR4 (400GAUI-4).##Welchen Formfaktor und Anschluss hat QSFP-400G-FR4?||QSFP-400G-FR4 ist im Formfaktor QSFP112 ausgeführt mit Anschluss Duplex LC (UPC).##Welche Reichweite erzielt QSFP-400G-FR4?||QSFP-400G-FR4 überbrückt 2 km bei 1271 / 1291 / 1311 / 1331 nm (CWDM4, 4 Lanes).##Unterstützt QSFP-400G-FR4 digitales Diagnose-Monitoring (DOM/DDM)?||DOM/DDM-Unterstützung bei QSFP-400G-FR4: Ja (CMIS-Modulmanagement).##In welchem Temperaturbereich arbeitet QSFP-400G-FR4?||QSFP-400G-FR4 arbeitet laut Datenblatt im Bereich 0 bis 70 °C.##Wofür wird QSFP-400G-FR4 eingesetzt?||QSFP-400G-FR4 ist ausgelegt für Campus-/Metro-Netz (Langstrecke).##Wie wird QSFP-400G-FR4 mit Strom versorgt?||QSFP-400G-FR4 bezieht die Versorgung über den Host-Port; ein externes Netzteil ist nicht erforderlich."
QDD-8X100G-FR,FAQ,"Welche Datenrate überträgt QDD-8X100G-FR?||QDD-8X100G-FR überträgt 800 Gbit/s (8× 100G) gemäß IEEE 802.3cu 8× 100GBASE-FR1.##Welchen Formfaktor und Anschluss hat QDD-8X100G-FR?||QDD-8X100G-FR ist im Formfaktor QSFP-DD800 ausgeführt mit Anschluss Dual MPO-12 (APC).##Welche Reichweite erzielt QDD-8X100G-FR?||QDD-8X100G-FR überbrückt 2 km bei 1310 nm (8 Lanes parallel).##Unterstützt QDD-8X100G-FR digitales Diagnose-Monitoring (DOM/DDM)?||DOM/DDM-Unterstützung bei QDD-8X100G-FR: Ja (CMIS Rev 5.0).##In welchem Temperaturbereich arbeitet QDD-8X100G-FR?||QDD-8X100G-FR arbeitet laut Datenblatt im Bereich 0 bis 75 °C.##Wofür wird QDD-8X100G-FR eingesetzt?||QDD-8X100G-FR ist ausgelegt für Campus-/Metro-Netz (Langstrecke).##Wie wird QDD-8X100G-FR mit Strom versorgt?||QDD-8X100G-FR bezieht die Versorgung über den Host-Port; ein externes Netzteil ist nicht erforderlich."
QDD-2X400G-FR4,FAQ,"Welche Datenrate überträgt QDD-2X400G-FR4?||QDD-2X400G-FR4 überträgt 800 Gbit/s (2× 400G) gemäß IEEE 802.3cu 2× 400GBASE-FR4 + 100G Lambda MSA.##Welchen Formfaktor und Anschluss hat QDD-2X400G-FR4?||QDD-2X400G-FR4 ist im Formfaktor QSFP-DD800 ausgeführt mit Anschluss Dual Duplex LC (UPC).##Welche Reichweite erzielt QDD-2X400G-FR4?||QDD-2X400G-FR4 überbrückt 2 km bei 1270 / 1290 / 1310 / 1330 nm (CWDM).##Unterstützt QDD-2X400G-FR4 digitales Diagnose-Monitoring (DOM/DDM)?||DOM/DDM-Unterstützung bei QDD-2X400G-FR4: Ja (CMIS Rev 5.0).##In welchem Temperaturbereich arbeitet QDD-2X400G-FR4?||QDD-2X400G-FR4 arbeitet laut Datenblatt im Bereich 0 bis 75 °C.##Wofür wird QDD-2X400G-FR4 eingesetzt?||QDD-2X400G-FR4 ist ausgelegt für Campus-/Metro-Netz (Langstrecke).##Wie wird QDD-2X400G-FR4 mit Strom versorgt?||QDD-2X400G-FR4 bezieht die Versorgung über den Host-Port; ein externes Netzteil ist nicht erforderlich."
DWDM-XFP-C,FAQ,"Welche Datenrate überträgt DWDM-XFP-C?||DWDM-XFP-C überträgt 10 Gbit/s (9,9–11,1 Gbit/s; LAN/WAN/OTU2/OTU2e) gemäß IEEE 802.3 10GbE, ITU-T G.709/G.975/G.975.1/G.694.1.##Welchen Formfaktor und Anschluss hat DWDM-XFP-C?||DWDM-XFP-C ist im Formfaktor XFP ausgeführt mit Anschluss Duplex LC (PC/UPC).##Unterstützt DWDM-XFP-C digitales Diagnose-Monitoring (DOM/DDM)?||DOM/DDM-Unterstützung bei DWDM-XFP-C: Ja (DOM).##In welchem Temperaturbereich arbeitet DWDM-XFP-C?||DWDM-XFP-C arbeitet laut Datenblatt im Bereich 0 bis 70 °C.##Wofür wird DWDM-XFP-C eingesetzt?||DWDM-XFP-C ist ausgelegt für Carrier-/Transportnetz (DWDM / kohärent).##Wie wird DWDM-XFP-C mit Strom versorgt?||DWDM-XFP-C bezieht die Versorgung über den Host-Port; ein externes Netzteil ist nicht erforderlich."
DP04CFP2-D15,FAQ,"Welche Datenrate überträgt DP04CFP2-D15?||DP04CFP2-D15 überträgt 100–400 Gbit/s (multiraten) gemäß kohärent (400ZR / OpenZR+ Line-Modes, oFEC).##Welchen Formfaktor und Anschluss hat DP04CFP2-D15?||DP04CFP2-D15 ist im Formfaktor CFP2 ausgeführt mit Anschluss Duplex LC (Einzelfaser-bidirektional über externe Kombination).##Unterstützt DP04CFP2-D15 digitales Diagnose-Monitoring (DOM/DDM)?||DOM/DDM-Unterstützung bei DP04CFP2-D15: Ja.##In welchem Temperaturbereich arbeitet DP04CFP2-D15?||DP04CFP2-D15 arbeitet laut Datenblatt im Bereich 0 bis 70 °C.##Wofür wird DP04CFP2-D15 eingesetzt?||DP04CFP2-D15 ist ausgelegt für Carrier-/Transportnetz (DWDM / kohärent).##Wie wird DP04CFP2-D15 mit Strom versorgt?||DP04CFP2-D15 bezieht die Versorgung über den Host-Port; ein externes Netzteil ist nicht erforderlich."
SFP-10G-OLT20-X,FAQ,"Welche Datenrate überträgt SFP-10G-OLT20-X?||SFP-10G-OLT20-X überträgt 10 Gbit/s symmetrisch gemäß ITU-T G.9807.1 / G.988 (XGS-PON).##Welchen Formfaktor und Anschluss hat SFP-10G-OLT20-X?||SFP-10G-OLT20-X ist im Formfaktor SFP+ ausgeführt mit Anschluss SC/UPC (Einzelfaser).##Welche Reichweite erzielt SFP-10G-OLT20-X?||SFP-10G-OLT20-X überbrückt bis 20 km bei Tx 1577 nm / Rx 1270 nm.##Unterstützt SFP-10G-OLT20-X digitales Diagnose-Monitoring (DOM/DDM)?||DOM/DDM-Unterstützung bei SFP-10G-OLT20-X: Ja.##In welchem Temperaturbereich arbeitet SFP-10G-OLT20-X?||SFP-10G-OLT20-X arbeitet laut Datenblatt im Bereich −20 bis 75 °C.##Wofür wird SFP-10G-OLT20-X eingesetzt?||SFP-10G-OLT20-X ist ausgelegt für Zugriffsnetz (GPON / PON-Zugang).##Wie wird SFP-10G-OLT20-X mit Strom versorgt?||SFP-10G-OLT20-X bezieht die Versorgung über den Host-Port; ein externes Netzteil ist nicht erforderlich."
CFP2-WDM-D-1HL,FAQ,"Welche Datenrate überträgt CFP2-WDM-D-1HL?||CFP2-WDM-D-1HL überträgt 200G-fähig, ab Werk 100G-lizenziert (DP-QPSK/DP-16QAM) gemäß Kohärentes DWDM, OTN, DP-QPSK/DP-16QAM.##Welchen Formfaktor und Anschluss hat CFP2-WDM-D-1HL?||CFP2-WDM-D-1HL ist im Formfaktor CFP2 ausgeführt mit Anschluss LC.##Welche Reichweite erzielt CFP2-WDM-D-1HL?||CFP2-WDM-D-1HL überbrückt DWDM-Linkstrecke (kohärent, netz-/linkabhängig) bei C-Band, vollständig durchstimmbar (DWDM).##Unterstützt CFP2-WDM-D-1HL digitales Diagnose-Monitoring (DOM/DDM)?||DOM/DDM-Unterstützung bei CFP2-WDM-D-1HL: Ja.##In welchem Temperaturbereich arbeitet CFP2-WDM-D-1HL?||CFP2-WDM-D-1HL arbeitet laut Datenblatt im Bereich 0 bis 70 °C.##Wofür wird CFP2-WDM-D-1HL eingesetzt?||CFP2-WDM-D-1HL ist ausgelegt für Carrier-/Transportnetz (DWDM / kohärent).##Wie wird CFP2-WDM-D-1HL mit Strom versorgt?||CFP2-WDM-D-1HL bezieht die Versorgung über den Host-Port; ein externes Netzteil ist nicht erforderlich."
CFP2-WDM-D-SK,FAQ,"Welche Datenrate überträgt CFP2-WDM-D-SK?||CFP2-WDM-D-SK überträgt 200G / 100G (DP-16QAM / DP-QPSK) gemäß Kohärentes DWDM, OTN, DP-QPSK/DP-16QAM.##Welchen Formfaktor und Anschluss hat CFP2-WDM-D-SK?||CFP2-WDM-D-SK ist im Formfaktor CFP2 ausgeführt mit Anschluss LC.##Welche Reichweite erzielt CFP2-WDM-D-SK?||CFP2-WDM-D-SK überbrückt DWDM-Linkstrecke (kohärent, netz-/linkabhängig) bei C-Band, vollständig durchstimmbar (DWDM).##Unterstützt CFP2-WDM-D-SK digitales Diagnose-Monitoring (DOM/DDM)?||DOM/DDM-Unterstützung bei CFP2-WDM-D-SK: Ja.##In welchem Temperaturbereich arbeitet CFP2-WDM-D-SK?||CFP2-WDM-D-SK arbeitet laut Datenblatt im Bereich 0 bis 70 °C.##Wofür wird CFP2-WDM-D-SK eingesetzt?||CFP2-WDM-D-SK ist ausgelegt für Carrier-/Transportnetz (DWDM / kohärent).##Wie wird CFP2-WDM-D-SK mit Strom versorgt?||CFP2-WDM-D-SK bezieht die Versorgung über den Host-Port; ein externes Netzteil ist nicht erforderlich."
CFP2-WDM-DET-1HL,FAQ,"Welche Datenrate überträgt CFP2-WDM-DET-1HL?||CFP2-WDM-DET-1HL überträgt 200G-fähig, ab Werk 100G-lizenziert (DP-QPSK/DP-16QAM) gemäß Kohärentes DWDM mit TOF, OTN, DP-QPSK/DP-16QAM.##Welchen Formfaktor und Anschluss hat CFP2-WDM-DET-1HL?||CFP2-WDM-DET-1HL ist im Formfaktor CFP2 ausgeführt mit Anschluss LC.##Welche Reichweite erzielt CFP2-WDM-DET-1HL?||CFP2-WDM-DET-1HL überbrückt DWDM-Linkstrecke (kohärent, netz-/linkabhängig) bei C-Band, vollständig durchstimmbar (DWDM).##Unterstützt CFP2-WDM-DET-1HL digitales Diagnose-Monitoring (DOM/DDM)?||DOM/DDM-Unterstützung bei CFP2-WDM-DET-1HL: Ja.##In welchem Temperaturbereich arbeitet CFP2-WDM-DET-1HL?||CFP2-WDM-DET-1HL arbeitet laut Datenblatt im Bereich 0 bis 70 °C.##Wofür wird CFP2-WDM-DET-1HL eingesetzt?||CFP2-WDM-DET-1HL ist ausgelegt für Carrier-/Transportnetz (DWDM / kohärent).##Wie wird CFP2-WDM-DET-1HL mit Strom versorgt?||CFP2-WDM-DET-1HL bezieht die Versorgung über den Host-Port; ein externes Netzteil ist nicht erforderlich."
CFP2-WDM-DET-SK,FAQ,"Welche Datenrate überträgt CFP2-WDM-DET-SK?||CFP2-WDM-DET-SK überträgt 200G / 100G (DP-16QAM / DP-QPSK) gemäß Kohärentes DWDM mit TOF, OTN, DP-QPSK/DP-16QAM.##Welchen Formfaktor und Anschluss hat CFP2-WDM-DET-SK?||CFP2-WDM-DET-SK ist im Formfaktor CFP2 ausgeführt mit Anschluss LC.##Welche Reichweite erzielt CFP2-WDM-DET-SK?||CFP2-WDM-DET-SK überbrückt DWDM-Linkstrecke (kohärent, netz-/linkabhängig) bei C-Band, vollständig durchstimmbar (DWDM).##Unterstützt CFP2-WDM-DET-SK digitales Diagnose-Monitoring (DOM/DDM)?||DOM/DDM-Unterstützung bei CFP2-WDM-DET-SK: Ja.##In welchem Temperaturbereich arbeitet CFP2-WDM-DET-SK?||CFP2-WDM-DET-SK arbeitet laut Datenblatt im Bereich 0 bis 70 °C.##Wofür wird CFP2-WDM-DET-SK eingesetzt?||CFP2-WDM-DET-SK ist ausgelegt für Carrier-/Transportnetz (DWDM / kohärent).##Wie wird CFP2-WDM-DET-SK mit Strom versorgt?||CFP2-WDM-DET-SK bezieht die Versorgung über den Host-Port; ein externes Netzteil ist nicht erforderlich."
DP04CFP2-M25-K9,FAQ,"Welche Datenrate überträgt DP04CFP2-M25-K9?||DP04CFP2-M25-K9 überträgt 100G–400G (DP-QPSK bis DP-16QAM) gemäß Kohärentes DWDM, OTN, Multi-Rate, Hardware-Encryption.##Welchen Formfaktor und Anschluss hat DP04CFP2-M25-K9?||DP04CFP2-M25-K9 ist im Formfaktor CFP2 ausgeführt mit Anschluss LC.##Welche Reichweite erzielt DP04CFP2-M25-K9?||DP04CFP2-M25-K9 überbrückt DWDM-Linkstrecke (kohärent, netz-/linkabhängig) bei C-Band, vollständig durchstimmbar (DWDM).##Unterstützt DP04CFP2-M25-K9 digitales Diagnose-Monitoring (DOM/DDM)?||DOM/DDM-Unterstützung bei DP04CFP2-M25-K9: Ja.##In welchem Temperaturbereich arbeitet DP04CFP2-M25-K9?||DP04CFP2-M25-K9 arbeitet laut Datenblatt im Bereich 0 bis 70 °C.##Wofür wird DP04CFP2-M25-K9 eingesetzt?||DP04CFP2-M25-K9 ist ausgelegt für Carrier-/Transportnetz (DWDM / kohärent).##Wie wird DP04CFP2-M25-K9 mit Strom versorgt?||DP04CFP2-M25-K9 bezieht die Versorgung über den Host-Port; ein externes Netzteil ist nicht erforderlich."
QDD-2Q200-CU1M,FAQ,"Welche Datenrate überträgt QDD-2Q200-CU1M?||QDD-2Q200-CU1M überträgt 200 Gbit/s (2×100G Breakout).##Welchen Formfaktor und Anschluss hat QDD-2Q200-CU1M?||QDD-2Q200-CU1M ist im Formfaktor QSFP-DD ausgeführt mit Anschluss QSFP-DD ↔ 2× QSFP56.##Welche Länge und welchen Kabeltyp hat QDD-2Q200-CU1M?||QDD-2Q200-CU1M hat eine Länge von 1 m und ist als Passives Twinax-Kupfer (Direct Attach) ausgeführt.##Unterstützt QDD-2Q200-CU1M digitales Diagnose-Monitoring (DOM/DDM)?||DOM/DDM-Unterstützung bei QDD-2Q200-CU1M: Nein.##In welchem Temperaturbereich arbeitet QDD-2Q200-CU1M?||QDD-2Q200-CU1M arbeitet laut Datenblatt im Bereich 0 bis 70 °C.##Wofür wird QDD-2Q200-CU1M eingesetzt?||QDD-2Q200-CU1M ist ausgelegt für Rechenzentrum (Top-of-Rack-/Row-Verkabelung).##Benötigt QDD-2Q200-CU1M eine eigene Stromversorgung?||Nein. QDD-2Q200-CU1M ist ein passives Kabel ohne aktive Elektronik und ohne externe Stromversorgung."
QDD-2Q200-CU2M,FAQ,"Welche Datenrate überträgt QDD-2Q200-CU2M?||QDD-2Q200-CU2M überträgt 200 Gbit/s (2×100G Breakout).##Welchen Formfaktor und Anschluss hat QDD-2Q200-CU2M?||QDD-2Q200-CU2M ist im Formfaktor QSFP-DD ausgeführt mit Anschluss QSFP-DD ↔ 2× QSFP56.##Welche Länge und welchen Kabeltyp hat QDD-2Q200-CU2M?||QDD-2Q200-CU2M hat eine Länge von 2 m und ist als Passives Twinax-Kupfer (Direct Attach) ausgeführt.##Unterstützt QDD-2Q200-CU2M digitales Diagnose-Monitoring (DOM/DDM)?||DOM/DDM-Unterstützung bei QDD-2Q200-CU2M: Nein.##In welchem Temperaturbereich arbeitet QDD-2Q200-CU2M?||QDD-2Q200-CU2M arbeitet laut Datenblatt im Bereich 0 bis 70 °C.##Wofür wird QDD-2Q200-CU2M eingesetzt?||QDD-2Q200-CU2M ist ausgelegt für Rechenzentrum (Top-of-Rack-/Row-Verkabelung).##Benötigt QDD-2Q200-CU2M eine eigene Stromversorgung?||Nein. QDD-2Q200-CU2M ist ein passives Kabel ohne aktive Elektronik und ohne externe Stromversorgung."
QDD-4ZQ100-CU1M,FAQ,"Welche Datenrate überträgt QDD-4ZQ100-CU1M?||QDD-4ZQ100-CU1M überträgt 400 Gbit/s (4×100G Breakout).##Welchen Formfaktor und Anschluss hat QDD-4ZQ100-CU1M?||QDD-4ZQ100-CU1M ist im Formfaktor QSFP-DD ausgeführt mit Anschluss QSFP-DD ↔ 4× QSFP28.##Welche Länge und welchen Kabeltyp hat QDD-4ZQ100-CU1M?||QDD-4ZQ100-CU1M hat eine Länge von 1 m und ist als Passives Twinax-Kupfer (Direct Attach) ausgeführt.##Unterstützt QDD-4ZQ100-CU1M digitales Diagnose-Monitoring (DOM/DDM)?||DOM/DDM-Unterstützung bei QDD-4ZQ100-CU1M: Nein.##In welchem Temperaturbereich arbeitet QDD-4ZQ100-CU1M?||QDD-4ZQ100-CU1M arbeitet laut Datenblatt im Bereich 0 bis 70 °C.##Wofür wird QDD-4ZQ100-CU1M eingesetzt?||QDD-4ZQ100-CU1M ist ausgelegt für Rechenzentrum (Top-of-Rack-/Row-Verkabelung).##Benötigt QDD-4ZQ100-CU1M eine eigene Stromversorgung?||Nein. QDD-4ZQ100-CU1M ist ein passives Kabel ohne aktive Elektronik und ohne externe Stromversorgung."
QDD-4ZQ100-CU2M,FAQ,"Welche Datenrate überträgt QDD-4ZQ100-CU2M?||QDD-4ZQ100-CU2M überträgt 400 Gbit/s (4×100G Breakout).##Welchen Formfaktor und Anschluss hat QDD-4ZQ100-CU2M?||QDD-4ZQ100-CU2M ist im Formfaktor QSFP-DD ausgeführt mit Anschluss QSFP-DD ↔ 4× QSFP28.##Welche Länge und welchen Kabeltyp hat QDD-4ZQ100-CU2M?||QDD-4ZQ100-CU2M hat eine Länge von 2 m und ist als Passives Twinax-Kupfer (Direct Attach) ausgeführt.##Unterstützt QDD-4ZQ100-CU2M digitales Diagnose-Monitoring (DOM/DDM)?||DOM/DDM-Unterstützung bei QDD-4ZQ100-CU2M: Nein.##In welchem Temperaturbereich arbeitet QDD-4ZQ100-CU2M?||QDD-4ZQ100-CU2M arbeitet laut Datenblatt im Bereich 0 bis 70 °C.##Wofür wird QDD-4ZQ100-CU2M eingesetzt?||QDD-4ZQ100-CU2M ist ausgelegt für Rechenzentrum (Top-of-Rack-/Row-Verkabelung).##Benötigt QDD-4ZQ100-CU2M eine eigene Stromversorgung?||Nein. QDD-4ZQ100-CU2M ist ein passives Kabel ohne aktive Elektronik und ohne externe Stromversorgung."
QDD-4ZQ100-CU3M,FAQ,"Welche Datenrate überträgt QDD-4ZQ100-CU3M?||QDD-4ZQ100-CU3M überträgt 400 Gbit/s (4×100G Breakout).##Welchen Formfaktor und Anschluss hat QDD-4ZQ100-CU3M?||QDD-4ZQ100-CU3M ist im Formfaktor QSFP-DD ausgeführt mit Anschluss QSFP-DD ↔ 4× QSFP28.##Welche Länge und welchen Kabeltyp hat QDD-4ZQ100-CU3M?||QDD-4ZQ100-CU3M hat eine Länge von 3 m und ist als Passives Twinax-Kupfer (Direct Attach) ausgeführt.##Unterstützt QDD-4ZQ100-CU3M digitales Diagnose-Monitoring (DOM/DDM)?||DOM/DDM-Unterstützung bei QDD-4ZQ100-CU3M: Nein.##In welchem Temperaturbereich arbeitet QDD-4ZQ100-CU3M?||QDD-4ZQ100-CU3M arbeitet laut Datenblatt im Bereich 0 bis 70 °C.##Wofür wird QDD-4ZQ100-CU3M eingesetzt?||QDD-4ZQ100-CU3M ist ausgelegt für Rechenzentrum (Top-of-Rack-/Row-Verkabelung).##Benötigt QDD-4ZQ100-CU3M eine eigene Stromversorgung?||Nein. QDD-4ZQ100-CU3M ist ein passives Kabel ohne aktive Elektronik und ohne externe Stromversorgung."
QSFP-200-CU3M,FAQ,"Welche Datenrate überträgt QSFP-200-CU3M?||QSFP-200-CU3M überträgt 200 Gbit/s.##Welchen Formfaktor und Anschluss hat QSFP-200-CU3M?||QSFP-200-CU3M ist im Formfaktor QSFP56 ausgeführt mit Anschluss QSFP56 ↔ QSFP56.##Welche Länge und welchen Kabeltyp hat QSFP-200-CU3M?||QSFP-200-CU3M hat eine Länge von 3 m und ist als Passives Twinax-Kupfer (Direct Attach) ausgeführt.##Unterstützt QSFP-200-CU3M digitales Diagnose-Monitoring (DOM/DDM)?||DOM/DDM-Unterstützung bei QSFP-200-CU3M: Nein.##In welchem Temperaturbereich arbeitet QSFP-200-CU3M?||QSFP-200-CU3M arbeitet laut Datenblatt im Bereich 0 bis 70 °C.##Wofür wird QSFP-200-CU3M eingesetzt?||QSFP-200-CU3M ist ausgelegt für Rechenzentrum (Top-of-Rack-/Row-Verkabelung).##Benötigt QSFP-200-CU3M eine eigene Stromversorgung?||Nein. QSFP-200-CU3M ist ein passives Kabel ohne aktive Elektronik und ohne externe Stromversorgung."
QSFP-4SFP25G-CU4M,FAQ,"Welche Datenrate überträgt QSFP-4SFP25G-CU4M?||QSFP-4SFP25G-CU4M überträgt 100 Gbit/s (4×25G Breakout).##Welchen Formfaktor und Anschluss hat QSFP-4SFP25G-CU4M?||QSFP-4SFP25G-CU4M ist im Formfaktor QSFP28 ausgeführt mit Anschluss QSFP28 ↔ 4× SFP28.##Welche Länge und welchen Kabeltyp hat QSFP-4SFP25G-CU4M?||QSFP-4SFP25G-CU4M hat eine Länge von 4 m und ist als Passives Twinax-Kupfer (Direct Attach) ausgeführt.##Unterstützt QSFP-4SFP25G-CU4M digitales Diagnose-Monitoring (DOM/DDM)?||DOM/DDM-Unterstützung bei QSFP-4SFP25G-CU4M: Nein.##In welchem Temperaturbereich arbeitet QSFP-4SFP25G-CU4M?||QSFP-4SFP25G-CU4M arbeitet laut Datenblatt im Bereich 0 bis 70 °C.##Wofür wird QSFP-4SFP25G-CU4M eingesetzt?||QSFP-4SFP25G-CU4M ist ausgelegt für Rechenzentrum (Top-of-Rack-/Row-Verkabelung).##Benötigt QSFP-4SFP25G-CU4M eine eigene Stromversorgung?||Nein. QSFP-4SFP25G-CU4M ist ein passives Kabel ohne aktive Elektronik und ohne externe Stromversorgung."
QSFP-40-SR-BD,FAQ,"Welche Datenrate überträgt QSFP-40-SR-BD?||QSFP-40-SR-BD überträgt 40 Gbit/s gemäß 40GBASE-SR-BiDi.##Welchen Formfaktor und Anschluss hat QSFP-40-SR-BD?||QSFP-40-SR-BD ist im Formfaktor QSFP+ ausgeführt mit Anschluss LC Duplex.##Welche Reichweite erzielt QSFP-40-SR-BD?||QSFP-40-SR-BD überbrückt 100 m (OM3) / 150 m (OM4) bei 2 Wellenlängen (BiDi, ~850/900 nm-Band).##Unterstützt QSFP-40-SR-BD digitales Diagnose-Monitoring (DOM/DDM)?||DOM/DDM-Unterstützung bei QSFP-40-SR-BD: Ja.##In welchem Temperaturbereich arbeitet QSFP-40-SR-BD?||QSFP-40-SR-BD arbeitet laut Datenblatt im Bereich 0 bis 70 °C.##Wofür wird QSFP-40-SR-BD eingesetzt?||QSFP-40-SR-BD ist ausgelegt für Rechenzentrum (Kurzstrecke).##Wie wird QSFP-40-SR-BD mit Strom versorgt?||QSFP-40-SR-BD bezieht die Versorgung über den Host-Port; ein externes Netzteil ist nicht erforderlich."
OSFPR-800G-DR8,FAQ,"Welche Datenrate überträgt OSFPR-800G-DR8?||OSFPR-800G-DR8 überträgt 800 Gbit/s (8×100G) gemäß 800GBASE-DR8.##Welchen Formfaktor und Anschluss hat OSFPR-800G-DR8?||OSFPR-800G-DR8 ist im Formfaktor OSFP ausgeführt mit Anschluss MPO.##Welche Reichweite erzielt OSFPR-800G-DR8?||OSFPR-800G-DR8 überbrückt 500 m bei 1310 nm.##Unterstützt OSFPR-800G-DR8 digitales Diagnose-Monitoring (DOM/DDM)?||DOM/DDM-Unterstützung bei OSFPR-800G-DR8: Ja.##In welchem Temperaturbereich arbeitet OSFPR-800G-DR8?||OSFPR-800G-DR8 arbeitet laut Datenblatt im Bereich 0 bis 70 °C.##Wofür wird OSFPR-800G-DR8 eingesetzt?||OSFPR-800G-DR8 ist ausgelegt für Rechenzentrum (Kurzstrecke).##Wie wird OSFPR-800G-DR8 mit Strom versorgt?||OSFPR-800G-DR8 bezieht die Versorgung über den Host-Port; ein externes Netzteil ist nicht erforderlich."
DP04SFP8-E20,FAQ,"Welche Datenrate überträgt DP04SFP8-E20?||DP04SFP8-E20 überträgt 400 Gbit/s gemäß 400ZR (kohärent, DWDM).##Welchen Formfaktor und Anschluss hat DP04SFP8-E20?||DP04SFP8-E20 ist im Formfaktor OSFP ausgeführt.##Welche Reichweite erzielt DP04SFP8-E20?||DP04SFP8-E20 überbrückt DWDM-Linkstrecke (kohärent, netz-/linkabhängig) bei C-Band, vollständig durchstimmbar (DWDM).##Unterstützt DP04SFP8-E20 digitales Diagnose-Monitoring (DOM/DDM)?||DOM/DDM-Unterstützung bei DP04SFP8-E20: Ja.##In welchem Temperaturbereich arbeitet DP04SFP8-E20?||DP04SFP8-E20 arbeitet laut Datenblatt im Bereich 0 bis 70 °C.##Wofür wird DP04SFP8-E20 eingesetzt?||DP04SFP8-E20 ist ausgelegt für Carrier-/Transportnetz (DWDM / kohärent).##Wie wird DP04SFP8-E20 mit Strom versorgt?||DP04SFP8-E20 bezieht die Versorgung über den Host-Port; ein externes Netzteil ist nicht erforderlich."
