Artikelnummer;Artikelname;Kurzbeschreibung;Beschreibung;URL-Pfad;Artikelgewicht;Versandgewicht;HAN;Hersteller;Versandklasse;Verkaufseinheit;Titel-Tag (SEO);Meta-Description (SEO);Kategorie Ebene 1;Kategorie Ebene 2;Kategorie Ebene 3;Überverkauf Plattform Hexwaren;Bestandsführung aktiv;Überverkäufe möglich
OSFP-8X25-MR-LR;Arista OSFP-8X25-MR-LR 200G OSFP 25GBASE-LR-Transceiver – parallele Singlemode-Glasfaser (SMF), MPO-16, bis zu 2 km;<p>Der Arista OSFP-8X25-MR-LR ist ein 200-Gigabit-OSFP-Transceiver vom Typ 25GBASE-LR für parallele Singlemode-Glasfaser (SMF). Über den mpo-16-anschluss überbrückt bis zu 2 km.</p><p>Das Modul ist im laufenden Betrieb tauschbar (Hot-Plug) und auf Arista-Switches mit OSFP-Steckplätzen unter EOS abgestimmt. Laut Datenblatt arbeitet das OSFP-8X25-MR-LR nach 25GBASE-LR bei 1310 nm und erreicht bis zu 2 km.</p>;"<p>Der Arista OSFP-8X25-MR-LR ist ein 200-Gigabit-Transceiver im OSFP-Formfaktor nach 25GBASE-LR und überträgt 200 Gbit/s über parallele Singlemode-Glasfaser (SMF).</p><p>Der Arista OSFP-8X25-MR-LR arbeitet über den MPO-16-Anschluss und erreicht eine Reichweite von bis zu 2 km; die Sendewellenlänge liegt bei 1310 nm, der Betrieb ist für ein Gehäusetemperaturfenster von 0 bis 70 °C spezifiziert.</p><p>Das OSFP-8X25-MR-LR ist im laufenden Betrieb steckbar (Hot-Plug), für den Betrieb unter Arista EOS qualifiziert. Laut Datenblatt der Transceiver-Typ LR, die Betriebswellenlänge 1310 nm, die Reichweite bis zu 2 km; der Betriebstemperaturbereich liegt bei 0 bis 70 °C. Originaler Arista-Transceiver für den professionellen Einsatz in Arista-Netzwerkumgebungen.</p>";arista/osfp-8x25-mr-lr;0,06;0,22;OSFP-8X25-MR-LR;Arista;standard;Stk;Arista OSFP-8X25-MR-LR 200G OSFP 25GBASE-LR | Hexwaren;Original Arista OSFP-8X25-MR-LR: 25GBASE-LR 200-Gigabit-Transceiver (OSFP), Singlemode, MPO-16, bis zu 2 km. Für Arista-Switches (EOS) Campus-/Metro-Netz (Langstrecke).;Netzwerk & Infrastruktur;Transceivers & SFP Module;OSFP;TRUE;Y;Y
C-Q200-Q200-1M;Arista C-Q200-Q200-1M 200G DAC QSFP auf QSFP – passives Direct-Attach-Kupferkabel (DAC), 200GBASE-CR4, Länge 1 m;"<p>Das Arista C-Q200-Q200-1M ist ein 200-Gigabit-passives Twinax-Kupferkabel (DAC). Über eine Länge von 1 m verbindet es QSFP auf QSFP; die Enden sind fest konfektioniert und im Kabel enthalten.</p><p>Ohne aktive Komponenten benötigt es keine eigene Stromversorgung. Es ist auf Arista-Switches der entsprechenden Portklasse abgestimmt.</p>";"<p>Das Arista C-Q200-Q200-1M ist ein 200-Gigabit-passives Direct-Attach-Kupferkabel (DAC) für QSFP auf QSFP und überträgt 200 Gbit/s.</p><p>Über eine feste Länge von 1 m verbindet das C-Q200-Q200-1M Arista QSFP auf QSFP; als passive Baugruppe kommt es ohne eigene Elektronik und Stromversorgung aus (nach 200GBASE-CR4).</p><p>Es ist für den Betrieb an Arista-Switches der passenden Portklasse unter Arista EOS vorgesehen. Laut Datenblatt überträgt das Kabel über eine fest konfektionierte Länge von 1 m; der passive Twinax-Kupferaufbau benötigt keine externe Stromversorgung und unterstützt kein DOM. Über den Anschluss QSFP56 auf QSFP56 eignet sich das C-Q200-Q200-1M für Rechenzentrum (Top-of-Rack-/Row-Verkabelung). Originales Arista-Direktanschlusskabel für den professionellen Einsatz in Arista-Netzwerkumgebungen.</p>";arista/c-q200-q200-1m;0,05;0,20;C-Q200-Q200-1M;Arista;standard;Stk;Arista C-Q200-Q200-1M 200G DAC 1 m | Hexwaren;Original Arista C-Q200-Q200-1M: 200-Gigabit-passives twinax-kupferkabel (dac) QSFP auf QSFP, 200GBASE-CR4, Länge 1 m. Konfektionierte Enden, für Arista-Switches (EOS).;Netzwerk & Infrastruktur;Transceivers & SFP Module;DAC Kabel;TRUE;Y;Y
C-Q200-Q200-2M;Arista C-Q200-Q200-2M 200G DAC QSFP auf QSFP – passives Direct-Attach-Kupferkabel (DAC), 200GBASE-CR4, Länge 2 m;"<p>Das Arista C-Q200-Q200-2M ist ein 200-Gigabit-passives Twinax-Kupferkabel (DAC). Über eine Länge von 2 m verbindet es QSFP auf QSFP; die Enden sind fest konfektioniert und im Kabel enthalten.</p><p>Ohne aktive Komponenten benötigt es keine eigene Stromversorgung. Es ist auf Arista-Switches der entsprechenden Portklasse abgestimmt.</p>";"<p>Das Arista C-Q200-Q200-2M ist ein 200-Gigabit-passives Direct-Attach-Kupferkabel (DAC) für QSFP auf QSFP und überträgt 200 Gbit/s.</p><p>Über eine feste Länge von 2 m verbindet das C-Q200-Q200-2M Arista QSFP auf QSFP; als passive Baugruppe kommt es ohne eigene Elektronik und Stromversorgung aus (nach 200GBASE-CR4).</p><p>Es ist für den Betrieb an Arista-Switches der passenden Portklasse unter Arista EOS vorgesehen. Laut Datenblatt überträgt das Kabel über eine fest konfektionierte Länge von 2 m; der passive Twinax-Kupferaufbau benötigt keine externe Stromversorgung und unterstützt kein DOM. Über den Anschluss QSFP56 auf QSFP56 eignet sich das C-Q200-Q200-2M für Rechenzentrum (Top-of-Rack-/Row-Verkabelung). Originales Arista-Direktanschlusskabel für den professionellen Einsatz in Arista-Netzwerkumgebungen.</p>";arista/c-q200-q200-2m;0,05;0,20;C-Q200-Q200-2M;Arista;standard;Stk;Arista C-Q200-Q200-2M 200G DAC 2 m | Hexwaren;Original Arista C-Q200-Q200-2M: 200-Gigabit-passives twinax-kupferkabel (dac) QSFP auf QSFP, 200GBASE-CR4, Länge 2 m. Konfektionierte Enden, für Arista-Switches (EOS).;Netzwerk & Infrastruktur;Transceivers & SFP Module;DAC Kabel;TRUE;Y;Y
C-Q200-Q200-3M;Arista C-Q200-Q200-3M 200G DAC QSFP auf QSFP – passives Direct-Attach-Kupferkabel (DAC), 200GBASE-CR4, Länge 3 m;"<p>Das Arista C-Q200-Q200-3M ist ein 200-Gigabit-passives Twinax-Kupferkabel (DAC). Über eine Länge von 3 m verbindet es QSFP auf QSFP; die Enden sind fest konfektioniert und im Kabel enthalten.</p><p>Ohne aktive Komponenten benötigt es keine eigene Stromversorgung. Es ist auf Arista-Switches der entsprechenden Portklasse abgestimmt.</p>";"<p>Das Arista C-Q200-Q200-3M ist ein 200-Gigabit-passives Direct-Attach-Kupferkabel (DAC) für QSFP auf QSFP und überträgt 200 Gbit/s.</p><p>Über eine feste Länge von 3 m verbindet das C-Q200-Q200-3M Arista QSFP auf QSFP; als passive Baugruppe kommt es ohne eigene Elektronik und Stromversorgung aus (nach 200GBASE-CR4).</p><p>Es ist für den Betrieb an Arista-Switches der passenden Portklasse unter Arista EOS vorgesehen. Laut Datenblatt überträgt das Kabel über eine fest konfektionierte Länge von 3 m; der passive Twinax-Kupferaufbau benötigt keine externe Stromversorgung und unterstützt kein DOM. Über den Anschluss QSFP56 auf QSFP56 eignet sich das C-Q200-Q200-3M für Rechenzentrum (Top-of-Rack-/Row-Verkabelung). Originales Arista-Direktanschlusskabel für den professionellen Einsatz in Arista-Netzwerkumgebungen.</p>";arista/c-q200-q200-3m;0,05;0,20;C-Q200-Q200-3M;Arista;standard;Stk;Arista C-Q200-Q200-3M 200G DAC 3 m | Hexwaren;Original Arista C-Q200-Q200-3M: 200-Gigabit-passives twinax-kupferkabel (dac) QSFP auf QSFP, 200GBASE-CR4, Länge 3 m. Konfektionierte Enden, für Arista-Switches (EOS).;Netzwerk & Infrastruktur;Transceivers & SFP Module;DAC Kabel;TRUE;Y;Y
C-Q200-2Q100-1M;Arista C-Q200-2Q100-1M 200G DAC QSFP auf QSFP – passives Direct-Attach-Kupferkabel (DAC), 200GBASE-CR4, Länge 1 m;"<p>Das Arista C-Q200-2Q100-1M ist ein 200-Gigabit-passives Twinax-Kupferkabel (DAC). Über eine Länge von 1 m verbindet es QSFP auf QSFP; die Enden sind fest konfektioniert und im Kabel enthalten.</p><p>Ohne aktive Komponenten benötigt es keine eigene Stromversorgung. Es ist auf Arista-Switches der entsprechenden Portklasse abgestimmt.</p>";"<p>Das Arista C-Q200-2Q100-1M ist ein 200-Gigabit-passives Direct-Attach-Kupferkabel (DAC) für QSFP auf QSFP und überträgt 200 Gbit/s.</p><p>Über eine feste Länge von 1 m verbindet das C-Q200-2Q100-1M Arista QSFP auf QSFP; als passive Baugruppe kommt es ohne eigene Elektronik und Stromversorgung aus (nach 200GBASE-CR4).</p><p>Es ist für den Betrieb an Arista-Switches der passenden Portklasse unter Arista EOS vorgesehen. Laut Datenblatt überträgt das Kabel über eine fest konfektionierte Länge von 1 m; der passive Twinax-Kupferaufbau benötigt keine externe Stromversorgung und unterstützt kein DOM. Über den Anschluss QSFP56 auf 2× QSFP28 (Breakout) eignet sich das C-Q200-2Q100-1M für Rechenzentrum (Top-of-Rack-/Row-Verkabelung). Originales Arista-Direktanschlusskabel für den professionellen Einsatz in Arista-Netzwerkumgebungen.</p>";arista/c-q200-2q100-1m;0,05;0,20;C-Q200-2Q100-1M;Arista;standard;Stk;Arista C-Q200-2Q100-1M 200G DAC 1 m | Hexwaren;Original Arista C-Q200-2Q100-1M: 200-Gigabit-passives twinax-kupferkabel (dac) QSFP auf QSFP, 200GBASE-CR4, Länge 1 m. Konfektionierte Enden, für Arista-Switches (EOS).;Netzwerk & Infrastruktur;Transceivers & SFP Module;DAC Kabel;TRUE;Y;Y
C-Q200-2Q100-2M;Arista C-Q200-2Q100-2M 200G DAC QSFP auf QSFP – passives Direct-Attach-Kupferkabel (DAC), 200GBASE-CR4, Länge 2 m;"<p>Das Arista C-Q200-2Q100-2M ist ein 200-Gigabit-passives Twinax-Kupferkabel (DAC). Über eine Länge von 2 m verbindet es QSFP auf QSFP; die Enden sind fest konfektioniert und im Kabel enthalten.</p><p>Ohne aktive Komponenten benötigt es keine eigene Stromversorgung. Es ist auf Arista-Switches der entsprechenden Portklasse abgestimmt.</p>";"<p>Das Arista C-Q200-2Q100-2M ist ein 200-Gigabit-passives Direct-Attach-Kupferkabel (DAC) für QSFP auf QSFP und überträgt 200 Gbit/s.</p><p>Über eine feste Länge von 2 m verbindet das C-Q200-2Q100-2M Arista QSFP auf QSFP; als passive Baugruppe kommt es ohne eigene Elektronik und Stromversorgung aus (nach 200GBASE-CR4).</p><p>Es ist für den Betrieb an Arista-Switches der passenden Portklasse unter Arista EOS vorgesehen. Laut Datenblatt überträgt das Kabel über eine fest konfektionierte Länge von 2 m; der passive Twinax-Kupferaufbau benötigt keine externe Stromversorgung und unterstützt kein DOM. Über den Anschluss QSFP56 auf 2× QSFP28 (Breakout) eignet sich das C-Q200-2Q100-2M für Rechenzentrum (Top-of-Rack-/Row-Verkabelung). Originales Arista-Direktanschlusskabel für den professionellen Einsatz in Arista-Netzwerkumgebungen.</p>";arista/c-q200-2q100-2m;0,05;0,20;C-Q200-2Q100-2M;Arista;standard;Stk;Arista C-Q200-2Q100-2M 200G DAC 2 m | Hexwaren;Original Arista C-Q200-2Q100-2M: 200-Gigabit-passives twinax-kupferkabel (dac) QSFP auf QSFP, 200GBASE-CR4, Länge 2 m. Konfektionierte Enden, für Arista-Switches (EOS).;Netzwerk & Infrastruktur;Transceivers & SFP Module;DAC Kabel;TRUE;Y;Y
C-Q200-2Q100-3M;Arista C-Q200-2Q100-3M 200G DAC QSFP auf QSFP – passives Direct-Attach-Kupferkabel (DAC), 200GBASE-CR4, Länge 3 m;"<p>Das Arista C-Q200-2Q100-3M ist ein 200-Gigabit-passives Twinax-Kupferkabel (DAC). Über eine Länge von 3 m verbindet es QSFP auf QSFP; die Enden sind fest konfektioniert und im Kabel enthalten.</p><p>Ohne aktive Komponenten benötigt es keine eigene Stromversorgung. Es ist auf Arista-Switches der entsprechenden Portklasse abgestimmt.</p>";"<p>Das Arista C-Q200-2Q100-3M ist ein 200-Gigabit-passives Direct-Attach-Kupferkabel (DAC) für QSFP auf QSFP und überträgt 200 Gbit/s.</p><p>Über eine feste Länge von 3 m verbindet das C-Q200-2Q100-3M Arista QSFP auf QSFP; als passive Baugruppe kommt es ohne eigene Elektronik und Stromversorgung aus (nach 200GBASE-CR4).</p><p>Es ist für den Betrieb an Arista-Switches der passenden Portklasse unter Arista EOS vorgesehen. Laut Datenblatt überträgt das Kabel über eine fest konfektionierte Länge von 3 m; der passive Twinax-Kupferaufbau benötigt keine externe Stromversorgung und unterstützt kein DOM. Über den Anschluss QSFP56 auf 2× QSFP28 (Breakout) eignet sich das C-Q200-2Q100-3M für Rechenzentrum (Top-of-Rack-/Row-Verkabelung). Originales Arista-Direktanschlusskabel für den professionellen Einsatz in Arista-Netzwerkumgebungen.</p>";arista/c-q200-2q100-3m;0,05;0,20;C-Q200-2Q100-3M;Arista;standard;Stk;Arista C-Q200-2Q100-3M 200G DAC 3 m | Hexwaren;Original Arista C-Q200-2Q100-3M: 200-Gigabit-passives twinax-kupferkabel (dac) QSFP auf QSFP, 200GBASE-CR4, Länge 3 m. Konfektionierte Enden, für Arista-Switches (EOS).;Netzwerk & Infrastruktur;Transceivers & SFP Module;DAC Kabel;TRUE;Y;Y
C-Q200-4S50-1M;Arista C-Q200-4S50-1M 200G DAC QSFP auf QSFP – passives Direct-Attach-Kupferkabel (DAC), 200GBASE-CR4, Länge 1 m;"<p>Das Arista C-Q200-4S50-1M ist ein 200-Gigabit-passives Twinax-Kupferkabel (DAC). Über eine Länge von 1 m verbindet es QSFP auf QSFP; die Enden sind fest konfektioniert und im Kabel enthalten.</p><p>Ohne aktive Komponenten benötigt es keine eigene Stromversorgung. Es ist auf Arista-Switches der entsprechenden Portklasse abgestimmt.</p>";"<p>Das Arista C-Q200-4S50-1M ist ein 200-Gigabit-passives Direct-Attach-Kupferkabel (DAC) für QSFP auf QSFP und überträgt 200 Gbit/s.</p><p>Über eine feste Länge von 1 m verbindet das C-Q200-4S50-1M Arista QSFP auf QSFP; als passive Baugruppe kommt es ohne eigene Elektronik und Stromversorgung aus (nach 200GBASE-CR4).</p><p>Es ist für den Betrieb an Arista-Switches der passenden Portklasse unter Arista EOS vorgesehen. Laut Datenblatt überträgt das Kabel über eine fest konfektionierte Länge von 1 m; der passive Twinax-Kupferaufbau benötigt keine externe Stromversorgung und unterstützt kein DOM. Über den Anschluss QSFP56 auf 4× SFP56 (Breakout) eignet sich das C-Q200-4S50-1M für Rechenzentrum (Top-of-Rack-/Row-Verkabelung). Originales Arista-Direktanschlusskabel für den professionellen Einsatz in Arista-Netzwerkumgebungen.</p>";arista/c-q200-4s50-1m;0,05;0,20;C-Q200-4S50-1M;Arista;standard;Stk;Arista C-Q200-4S50-1M 200G DAC 1 m | Hexwaren;Original Arista C-Q200-4S50-1M: 200-Gigabit-passives twinax-kupferkabel (dac) QSFP auf QSFP, 200GBASE-CR4, Länge 1 m. Konfektionierte Enden, für Arista-Switches (EOS).;Netzwerk & Infrastruktur;Transceivers & SFP Module;DAC Kabel;TRUE;Y;Y
C-Q200-4S50-2M;Arista C-Q200-4S50-2M 200G DAC QSFP auf QSFP – passives Direct-Attach-Kupferkabel (DAC), 200GBASE-CR4, Länge 2 m;"<p>Das Arista C-Q200-4S50-2M ist ein 200-Gigabit-passives Twinax-Kupferkabel (DAC). Über eine Länge von 2 m verbindet es QSFP auf QSFP; die Enden sind fest konfektioniert und im Kabel enthalten.</p><p>Ohne aktive Komponenten benötigt es keine eigene Stromversorgung. Es ist auf Arista-Switches der entsprechenden Portklasse abgestimmt.</p>";"<p>Das Arista C-Q200-4S50-2M ist ein 200-Gigabit-passives Direct-Attach-Kupferkabel (DAC) für QSFP auf QSFP und überträgt 200 Gbit/s.</p><p>Über eine feste Länge von 2 m verbindet das C-Q200-4S50-2M Arista QSFP auf QSFP; als passive Baugruppe kommt es ohne eigene Elektronik und Stromversorgung aus (nach 200GBASE-CR4).</p><p>Es ist für den Betrieb an Arista-Switches der passenden Portklasse unter Arista EOS vorgesehen. Laut Datenblatt überträgt das Kabel über eine fest konfektionierte Länge von 2 m; der passive Twinax-Kupferaufbau benötigt keine externe Stromversorgung und unterstützt kein DOM. Über den Anschluss QSFP56 auf 4× SFP56 (Breakout) eignet sich das C-Q200-4S50-2M für Rechenzentrum (Top-of-Rack-/Row-Verkabelung). Originales Arista-Direktanschlusskabel für den professionellen Einsatz in Arista-Netzwerkumgebungen.</p>";arista/c-q200-4s50-2m;0,05;0,20;C-Q200-4S50-2M;Arista;standard;Stk;Arista C-Q200-4S50-2M 200G DAC 2 m | Hexwaren;Original Arista C-Q200-4S50-2M: 200-Gigabit-passives twinax-kupferkabel (dac) QSFP auf QSFP, 200GBASE-CR4, Länge 2 m. Konfektionierte Enden, für Arista-Switches (EOS).;Netzwerk & Infrastruktur;Transceivers & SFP Module;DAC Kabel;TRUE;Y;Y
C-Q200-4S50-3M;Arista C-Q200-4S50-3M 200G DAC QSFP auf QSFP – passives Direct-Attach-Kupferkabel (DAC), 200GBASE-CR4, Länge 3 m;"<p>Das Arista C-Q200-4S50-3M ist ein 200-Gigabit-passives Twinax-Kupferkabel (DAC). Über eine Länge von 3 m verbindet es QSFP auf QSFP; die Enden sind fest konfektioniert und im Kabel enthalten.</p><p>Ohne aktive Komponenten benötigt es keine eigene Stromversorgung. Es ist auf Arista-Switches der entsprechenden Portklasse abgestimmt.</p>";"<p>Das Arista C-Q200-4S50-3M ist ein 200-Gigabit-passives Direct-Attach-Kupferkabel (DAC) für QSFP auf QSFP und überträgt 200 Gbit/s.</p><p>Über eine feste Länge von 3 m verbindet das C-Q200-4S50-3M Arista QSFP auf QSFP; als passive Baugruppe kommt es ohne eigene Elektronik und Stromversorgung aus (nach 200GBASE-CR4).</p><p>Es ist für den Betrieb an Arista-Switches der passenden Portklasse unter Arista EOS vorgesehen. Laut Datenblatt überträgt das Kabel über eine fest konfektionierte Länge von 3 m; der passive Twinax-Kupferaufbau benötigt keine externe Stromversorgung und unterstützt kein DOM. Über den Anschluss QSFP56 auf 4× SFP56 (Breakout) eignet sich das C-Q200-4S50-3M für Rechenzentrum (Top-of-Rack-/Row-Verkabelung). Originales Arista-Direktanschlusskabel für den professionellen Einsatz in Arista-Netzwerkumgebungen.</p>";arista/c-q200-4s50-3m;0,05;0,20;C-Q200-4S50-3M;Arista;standard;Stk;Arista C-Q200-4S50-3M 200G DAC 3 m | Hexwaren;Original Arista C-Q200-4S50-3M: 200-Gigabit-passives twinax-kupferkabel (dac) QSFP auf QSFP, 200GBASE-CR4, Länge 3 m. Konfektionierte Enden, für Arista-Switches (EOS).;Netzwerk & Infrastruktur;Transceivers & SFP Module;DAC Kabel;TRUE;Y;Y
A-Q200-Q200-1M;Arista A-Q200-Q200-1M 200G AOC QSFP auf QSFP – aktives optisches Kabel (AOC), Länge 1 m;"<p>Das Arista A-Q200-Q200-1M ist ein 200-Gigabit-aktives optisches Kabel (AOC). Über eine Länge von 1 m verbindet es QSFP auf QSFP; die Enden sind fest konfektioniert und im Kabel enthalten.</p><p>Die integrierte Optik wird über die Ports versorgt; ein externes Netzteil entfällt. Es ist auf Arista-Switches der entsprechenden Portklasse abgestimmt.</p>";"<p>Das Arista A-Q200-Q200-1M ist ein 200-Gigabit-aktives optisches Kabel (AOC) für QSFP auf QSFP und überträgt 200 Gbit/s.</p><p>Über eine feste Länge von 1 m verbindet das A-Q200-Q200-1M Arista QSFP auf QSFP; Die integrierte Optik wird über die Ports versorgt, ein externes Netzteil entfällt.</p><p>Es ist für den Betrieb an Arista-Switches der passenden Portklasse unter Arista EOS vorgesehen. Laut Datenblatt überträgt das Kabel über eine fest konfektionierte Länge von 1 m; die werkseitig terminierte Aktivoptik liefert eine geringe Latenz und einen niedrigen Stromverbrauch. Über den Anschluss QSFP56 auf QSFP56 eignet sich das A-Q200-Q200-1M für Rechenzentrum (Top-of-Rack-/Row-Verkabelung). Originales Arista-AOC-Kabel für den professionellen Einsatz in Arista-Netzwerkumgebungen.</p>";arista/a-q200-q200-1m;0,05;0,20;A-Q200-Q200-1M;Arista;standard;Stk;Arista A-Q200-Q200-1M 200G AOC 1 m | Hexwaren;Original Arista A-Q200-Q200-1M: 200-Gigabit-aktives optisches kabel (aoc) QSFP auf QSFP, Länge 1 m. Konfektionierte Enden, für Arista-Switches (EOS).;Netzwerk & Infrastruktur;Transceivers & SFP Module;AOC Kabel;TRUE;Y;Y
A-Q200-Q200-3M;Arista A-Q200-Q200-3M 200G AOC QSFP auf QSFP – aktives optisches Kabel (AOC), Länge 3 m;"<p>Das Arista A-Q200-Q200-3M ist ein 200-Gigabit-aktives optisches Kabel (AOC). Über eine Länge von 3 m verbindet es QSFP auf QSFP; die Enden sind fest konfektioniert und im Kabel enthalten.</p><p>Die integrierte Optik wird über die Ports versorgt; ein externes Netzteil entfällt. Es ist auf Arista-Switches der entsprechenden Portklasse abgestimmt.</p>";"<p>Das Arista A-Q200-Q200-3M ist ein 200-Gigabit-aktives optisches Kabel (AOC) für QSFP auf QSFP und überträgt 200 Gbit/s.</p><p>Über eine feste Länge von 3 m verbindet das A-Q200-Q200-3M Arista QSFP auf QSFP; Die integrierte Optik wird über die Ports versorgt, ein externes Netzteil entfällt.</p><p>Es ist für den Betrieb an Arista-Switches der passenden Portklasse unter Arista EOS vorgesehen. Laut Datenblatt überträgt das Kabel über eine fest konfektionierte Länge von 3 m; die werkseitig terminierte Aktivoptik liefert eine geringe Latenz und einen niedrigen Stromverbrauch. Über den Anschluss QSFP56 auf QSFP56 eignet sich das A-Q200-Q200-3M für Rechenzentrum (Top-of-Rack-/Row-Verkabelung). Originales Arista-AOC-Kabel für den professionellen Einsatz in Arista-Netzwerkumgebungen.</p>";arista/a-q200-q200-3m;0,05;0,20;A-Q200-Q200-3M;Arista;standard;Stk;Arista A-Q200-Q200-3M 200G AOC 3 m | Hexwaren;Original Arista A-Q200-Q200-3M: 200-Gigabit-aktives optisches kabel (aoc) QSFP auf QSFP, Länge 3 m. Konfektionierte Enden, für Arista-Switches (EOS).;Netzwerk & Infrastruktur;Transceivers & SFP Module;AOC Kabel;TRUE;Y;Y
A-Q200-Q200-5M;Arista A-Q200-Q200-5M 200G AOC QSFP auf QSFP – aktives optisches Kabel (AOC), Länge 5 m;"<p>Das Arista A-Q200-Q200-5M ist ein 200-Gigabit-aktives optisches Kabel (AOC). Über eine Länge von 5 m verbindet es QSFP auf QSFP; die Enden sind fest konfektioniert und im Kabel enthalten.</p><p>Die integrierte Optik wird über die Ports versorgt; ein externes Netzteil entfällt. Es ist auf Arista-Switches der entsprechenden Portklasse abgestimmt.</p>";"<p>Das Arista A-Q200-Q200-5M ist ein 200-Gigabit-aktives optisches Kabel (AOC) für QSFP auf QSFP und überträgt 200 Gbit/s.</p><p>Über eine feste Länge von 5 m verbindet das A-Q200-Q200-5M Arista QSFP auf QSFP; Die integrierte Optik wird über die Ports versorgt, ein externes Netzteil entfällt.</p><p>Es ist für den Betrieb an Arista-Switches der passenden Portklasse unter Arista EOS vorgesehen. Laut Datenblatt überträgt das Kabel über eine fest konfektionierte Länge von 5 m; die werkseitig terminierte Aktivoptik liefert eine geringe Latenz und einen niedrigen Stromverbrauch. Über den Anschluss QSFP56 auf QSFP56 eignet sich das A-Q200-Q200-5M für Rechenzentrum (Top-of-Rack-/Row-Verkabelung). Originales Arista-AOC-Kabel für den professionellen Einsatz in Arista-Netzwerkumgebungen.</p>";arista/a-q200-q200-5m;0,05;0,20;A-Q200-Q200-5M;Arista;standard;Stk;Arista A-Q200-Q200-5M 200G AOC 5 m | Hexwaren;Original Arista A-Q200-Q200-5M: 200-Gigabit-aktives optisches kabel (aoc) QSFP auf QSFP, Länge 5 m. Konfektionierte Enden, für Arista-Switches (EOS).;Netzwerk & Infrastruktur;Transceivers & SFP Module;AOC Kabel;TRUE;Y;Y
A-Q200-Q200-7M;Arista A-Q200-Q200-7M 200G AOC QSFP auf QSFP – aktives optisches Kabel (AOC), Länge 7 m;"<p>Das Arista A-Q200-Q200-7M ist ein 200-Gigabit-aktives optisches Kabel (AOC). Über eine Länge von 7 m verbindet es QSFP auf QSFP; die Enden sind fest konfektioniert und im Kabel enthalten.</p><p>Die integrierte Optik wird über die Ports versorgt; ein externes Netzteil entfällt. Es ist auf Arista-Switches der entsprechenden Portklasse abgestimmt.</p>";"<p>Das Arista A-Q200-Q200-7M ist ein 200-Gigabit-aktives optisches Kabel (AOC) für QSFP auf QSFP und überträgt 200 Gbit/s.</p><p>Über eine feste Länge von 7 m verbindet das A-Q200-Q200-7M Arista QSFP auf QSFP; Die integrierte Optik wird über die Ports versorgt, ein externes Netzteil entfällt.</p><p>Es ist für den Betrieb an Arista-Switches der passenden Portklasse unter Arista EOS vorgesehen. Laut Datenblatt überträgt das Kabel über eine fest konfektionierte Länge von 7 m; die werkseitig terminierte Aktivoptik liefert eine geringe Latenz und einen niedrigen Stromverbrauch. Über den Anschluss QSFP56 auf QSFP56 eignet sich das A-Q200-Q200-7M für Rechenzentrum (Top-of-Rack-/Row-Verkabelung). Originales Arista-AOC-Kabel für den professionellen Einsatz in Arista-Netzwerkumgebungen.</p>";arista/a-q200-q200-7m;0,05;0,20;A-Q200-Q200-7M;Arista;standard;Stk;Arista A-Q200-Q200-7M 200G AOC 7 m | Hexwaren;Original Arista A-Q200-Q200-7M: 200-Gigabit-aktives optisches kabel (aoc) QSFP auf QSFP, Länge 7 m. Konfektionierte Enden, für Arista-Switches (EOS).;Netzwerk & Infrastruktur;Transceivers & SFP Module;AOC Kabel;TRUE;Y;Y
