Artikelnummer,FAQ
GLC-2BX-D,"Ist dies ein originales Cisco-Modul?||Ja. Es handelt sich um Original Cisco-Neuware aus dem autorisierten Distributionskanal — versiegelt und mit fünf Jahren Cisco-Standardgarantie.##Was ist ein 2-Kanal-Compact-SFP?||Das GLC-2BX-D vereint zwei 1000BASE-BX10-D-Schnittstellen in einem SFP-Gehäuse und verbindet sich mit zwei 1000BASE-BX10-U-Gegenstellen über je eine Einzelfaser.##Wofür eignet sich das GLC-2BX-D?||Für FTTx-Anbindungen an standardbasierte CPE-Geräte, etwa zusammen mit Cisco Catalyst 4500."
GLC-2BX-D-I,"Ist dies ein originales Cisco-Modul?||Ja. Es handelt sich um Original Cisco-Neuware aus dem autorisierten Distributionskanal — versiegelt und mit fünf Jahren Cisco-Standardgarantie.##Was ist ein 2-Kanal-Compact-SFP?||Das GLC-2BX-D-I vereint zwei 1000BASE-BX10-D-Schnittstellen in einem SFP-Gehäuse und verbindet sich mit zwei 1000BASE-BX10-U-Gegenstellen über je eine Einzelfaser.##Für welche Umgebungen ist das GLC-2BX-D-I geeignet?||Für industrielle Umgebungen: Es ist für den Temperaturbereich von -40 bis 85 °C qualifiziert."
GLC-BX40-D-I,"Ist dies ein originales Cisco-Modul?||Ja. Es handelt sich um Original Cisco-Neuware aus dem autorisierten Distributionskanal — versiegelt und mit fünf Jahren Cisco-Standardgarantie.##Welches Gegenmodul benötigt das GLC-BX40-D-I?||Ein GLC-BX40-U-I: Das BX40-D-I sendet bei 1550 nm und empfängt bei 1310 nm über eine einzelne Singlemode-Faser bis 40 km.##Worin unterscheidet sich das GLC-BX40-D-I vom GLC-BX40-DA-I?||Beide sind 40-km-Downstream-Module; das BX40-D-I sendet bei 1550 nm, die Alternative BX40-DA-I bei 1490 nm."
GLC-BX40-DA-I,"Ist dies ein originales Cisco-Modul?||Ja. Es handelt sich um Original Cisco-Neuware aus dem autorisierten Distributionskanal — versiegelt und mit fünf Jahren Cisco-Standardgarantie.##Welches Gegenmodul benötigt das GLC-BX40-DA-I?||Ein GLC-BX40-U-I: Das BX40-DA-I sendet bei 1490 nm und empfängt bei 1310 nm über eine einzelne Singlemode-Faser bis 40 km.##Worin unterscheidet sich das GLC-BX40-DA-I vom GLC-BX40-D-I?||Beide sind 40-km-Downstream-Module; die Alternative BX40-DA-I sendet bei 1490 nm, das BX40-D-I bei 1550 nm."
GLC-BX40-U-I,"Ist dies ein originales Cisco-Modul?||Ja. Es handelt sich um Original Cisco-Neuware aus dem autorisierten Distributionskanal — versiegelt und mit fünf Jahren Cisco-Standardgarantie.##Welches Gegenmodul benötigt das GLC-BX40-U-I?||Ein GLC-BX40-D-I oder GLC-BX40-DA-I: Das BX40-U-I sendet bei 1310 nm und empfängt auf der jeweiligen Downstream-Wellenlänge über eine einzelne Singlemode-Faser bis 40 km.##Welche Verkabelung wird benötigt?||Eine einzelne Standard-Singlemode-Faser (G.652) mit Single-LC-Anschluss; das Gegenmodul muss die zueinander passenden Sende-/Empfangswellenlängen nutzen."
GLC-BX80-D-I,"Ist dies ein originales Cisco-Modul?||Ja. Es handelt sich um Original Cisco-Neuware aus dem autorisierten Distributionskanal — versiegelt und mit fünf Jahren Cisco-Standardgarantie.##Welches Gegenmodul benötigt das GLC-BX80-D-I?||Ein GLC-BX80-U-I: Das BX80-D-I sendet bei 1570 nm und empfängt bei 1490 nm über eine einzelne Singlemode-Faser bis 80 km.##Welche Verkabelung wird benötigt?||Eine einzelne Standard-Singlemode-Faser (G.652) mit Single-LC-Anschluss; das Gegenmodul muss die zueinander passenden Sende-/Empfangswellenlängen nutzen."
GLC-BX80-U-I,"Ist dies ein originales Cisco-Modul?||Ja. Es handelt sich um Original Cisco-Neuware aus dem autorisierten Distributionskanal — versiegelt und mit fünf Jahren Cisco-Standardgarantie.##Welches Gegenmodul benötigt das GLC-BX80-U-I?||Ein GLC-BX80-D-I: Das BX80-U-I sendet bei 1490 nm und empfängt bei 1570 nm über eine einzelne Singlemode-Faser bis 80 km.##Welche Verkabelung wird benötigt?||Eine einzelne Standard-Singlemode-Faser (G.652) mit Single-LC-Anschluss; das Gegenmodul muss die zueinander passenden Sende-/Empfangswellenlängen nutzen."
SFP-1G-LH,"Ist dies ein originales Cisco-Modul?||Ja. Es handelt sich um Original Cisco-Neuware aus dem autorisierten Distributionskanal — versiegelt und mit fünf Jahren Cisco-Standardgarantie.##Warum funktioniert das SFP-1G-LH nicht in meinem 1G-Port?||Das Modul ist speziell für 10G-, 10/25G- und 10/25/50G-fähige Ports ausgelegt und arbeitet ausschließlich dort; in reinen 1G-Ports funktioniert es nicht.##Ist es mit normalen 1000BASE-LX/LH-Modulen interoperabel?||Ja. Das SFP-1G-LH interoperiert mit 1000BASE-LX/LH-Modulen der Gegenstelle."
SFP-1G-SX,"Ist dies ein originales Cisco-Modul?||Ja. Es handelt sich um Original Cisco-Neuware aus dem autorisierten Distributionskanal — versiegelt und mit fünf Jahren Cisco-Standardgarantie.##Warum funktioniert das SFP-1G-SX nicht in meinem 1G-Port?||Das Modul ist speziell für 10G-, 10/25G- und 10/25/50G-fähige Ports ausgelegt und arbeitet ausschließlich dort; in reinen 1G-Ports funktioniert es nicht.##Ist es mit normalen 1000BASE-SX-Modulen interoperabel?||Ja. Das SFP-1G-SX interoperiert mit 1000BASE-SX-Modulen der Gegenstelle."
SFP-1G-T-X,"Ist dies ein originales Cisco-Modul?||Ja. Es handelt sich um Original Cisco-Neuware aus dem autorisierten Distributionskanal — versiegelt und mit fünf Jahren Cisco-Standardgarantie.##Warum funktioniert das SFP-1G-T-X nicht in meinem 1G-Port?||Das Modul ist speziell für 10G-, 10/25G- und 10/25/50G-fähige Ports ausgelegt und arbeitet ausschließlich dort; in reinen 1G-Ports funktioniert es nicht.##Welches Kabel benötige ich?||Für 1000/100M-Betrieb Cat 5e oder besser (bis 100 m); für 10M-Betrieb Cat 3 oder besser, mit RJ-45-Steckern."
SFP-H25G-CU1M,"Ist dies ein originales Cisco-Modul?||Ja. Es handelt sich um Original Cisco-Neuware aus dem autorisierten Distributionskanal — versiegelt, mit Cisco Quality-ID zur Echtheitserkennung und Cisco-Standardgarantie.##Wie lang ist das SFP-H25G-CU1M?||Das Kabel hat eine feste Länge von 1 m mit zwei werkseitig konfektionierten SFP28-Steckern.##Benötigt dieses Kabel FEC?||Nein, bei dieser Länge ist keine FEC auf den Host-Ports erforderlich."
SFP-H25G-CU1.5M,"Ist dies ein originales Cisco-Modul?||Ja. Es handelt sich um Original Cisco-Neuware aus dem autorisierten Distributionskanal — versiegelt, mit Cisco Quality-ID zur Echtheitserkennung und Cisco-Standardgarantie.##Wie lang ist das SFP-H25G-CU1.5M?||Das Kabel hat eine feste Länge von 1,5 m mit zwei werkseitig konfektionierten SFP28-Steckern.##Benötigt dieses Kabel FEC?||Nein, bei dieser Länge ist keine FEC auf den Host-Ports erforderlich."
SFP-H25G-CU2M,"Ist dies ein originales Cisco-Modul?||Ja. Es handelt sich um Original Cisco-Neuware aus dem autorisierten Distributionskanal — versiegelt, mit Cisco Quality-ID zur Echtheitserkennung und Cisco-Standardgarantie.##Wie lang ist das SFP-H25G-CU2M?||Das Kabel hat eine feste Länge von 2 m mit zwei werkseitig konfektionierten SFP28-Steckern.##Benötigt dieses Kabel FEC?||Nein, bei dieser Länge ist keine FEC auf den Host-Ports erforderlich."
SFP-H25G-CU2.5M,"Ist dies ein originales Cisco-Modul?||Ja. Es handelt sich um Original Cisco-Neuware aus dem autorisierten Distributionskanal — versiegelt, mit Cisco Quality-ID zur Echtheitserkennung und Cisco-Standardgarantie.##Wie lang ist das SFP-H25G-CU2.5M?||Das Kabel hat eine feste Länge von 2,5 m mit zwei werkseitig konfektionierten SFP28-Steckern.##Benötigt dieses Kabel FEC?||Ja, bei dieser Länge wird BASE-R FEC (FC-FEC) auf den Host-Ports benötigt."
SFP-H25G-CU3M,"Ist dies ein originales Cisco-Modul?||Ja. Es handelt sich um Original Cisco-Neuware aus dem autorisierten Distributionskanal — versiegelt, mit Cisco Quality-ID zur Echtheitserkennung und Cisco-Standardgarantie.##Wie lang ist das SFP-H25G-CU3M?||Das Kabel hat eine feste Länge von 3 m mit zwei werkseitig konfektionierten SFP28-Steckern.##Benötigt dieses Kabel FEC?||Ja, bei dieser Länge wird BASE-R FEC (FC-FEC) auf den Host-Ports benötigt."
SFP-H25G-CU4M,"Ist dies ein originales Cisco-Modul?||Ja. Es handelt sich um Original Cisco-Neuware aus dem autorisierten Distributionskanal — versiegelt, mit Cisco Quality-ID zur Echtheitserkennung und Cisco-Standardgarantie.##Wie lang ist das SFP-H25G-CU4M?||Das Kabel hat eine feste Länge von 4 m mit zwei werkseitig konfektionierten SFP28-Steckern.##Benötigt dieses Kabel FEC?||Ja, bei dieser Länge wird RS-FEC auf den Host-Ports benötigt."
SFP-H25G-CU5M,"Ist dies ein originales Cisco-Modul?||Ja. Es handelt sich um Original Cisco-Neuware aus dem autorisierten Distributionskanal — versiegelt, mit Cisco Quality-ID zur Echtheitserkennung und Cisco-Standardgarantie.##Wie lang ist das SFP-H25G-CU5M?||Das Kabel hat eine feste Länge von 5 m mit zwei werkseitig konfektionierten SFP28-Steckern.##Benötigt dieses Kabel FEC?||Ja, bei dieser Länge wird RS-FEC auf den Host-Ports benötigt."
SFP-25G-AOC1M,"Ist dies ein originales Cisco-Modul?||Ja. Es handelt sich um Original Cisco-Neuware aus dem autorisierten Distributionskanal — versiegelt, mit Cisco Quality-ID zur Echtheitserkennung und Cisco-Standardgarantie.##Wie lang ist das SFP-25G-AOC1M?||Das Kabel hat eine feste Länge von 1 m mit zwei werkseitig konfektionierten SFP28-Steckern.##Worin unterscheidet sich ein AOC von einem Twinax-DAC?||Das AOC nutzt eine integrierte Glasfaser statt Kupfer und ist dadurch leichter, biegsamer und für größere Längen geeignet als ein passives Kupfer-DAC."
SFP-25G-AOC2M,"Ist dies ein originales Cisco-Modul?||Ja. Es handelt sich um Original Cisco-Neuware aus dem autorisierten Distributionskanal — versiegelt, mit Cisco Quality-ID zur Echtheitserkennung und Cisco-Standardgarantie.##Wie lang ist das SFP-25G-AOC2M?||Das Kabel hat eine feste Länge von 2 m mit zwei werkseitig konfektionierten SFP28-Steckern.##Worin unterscheidet sich ein AOC von einem Twinax-DAC?||Das AOC nutzt eine integrierte Glasfaser statt Kupfer und ist dadurch leichter, biegsamer und für größere Längen geeignet als ein passives Kupfer-DAC."
SFP-25G-AOC3M,"Ist dies ein originales Cisco-Modul?||Ja. Es handelt sich um Original Cisco-Neuware aus dem autorisierten Distributionskanal — versiegelt, mit Cisco Quality-ID zur Echtheitserkennung und Cisco-Standardgarantie.##Wie lang ist das SFP-25G-AOC3M?||Das Kabel hat eine feste Länge von 3 m mit zwei werkseitig konfektionierten SFP28-Steckern.##Worin unterscheidet sich ein AOC von einem Twinax-DAC?||Das AOC nutzt eine integrierte Glasfaser statt Kupfer und ist dadurch leichter, biegsamer und für größere Längen geeignet als ein passives Kupfer-DAC."
SFP-25G-AOC4M,"Ist dies ein originales Cisco-Modul?||Ja. Es handelt sich um Original Cisco-Neuware aus dem autorisierten Distributionskanal — versiegelt, mit Cisco Quality-ID zur Echtheitserkennung und Cisco-Standardgarantie.##Wie lang ist das SFP-25G-AOC4M?||Das Kabel hat eine feste Länge von 4 m mit zwei werkseitig konfektionierten SFP28-Steckern.##Worin unterscheidet sich ein AOC von einem Twinax-DAC?||Das AOC nutzt eine integrierte Glasfaser statt Kupfer und ist dadurch leichter, biegsamer und für größere Längen geeignet als ein passives Kupfer-DAC."
SFP-25G-AOC5M,"Ist dies ein originales Cisco-Modul?||Ja. Es handelt sich um Original Cisco-Neuware aus dem autorisierten Distributionskanal — versiegelt, mit Cisco Quality-ID zur Echtheitserkennung und Cisco-Standardgarantie.##Wie lang ist das SFP-25G-AOC5M?||Das Kabel hat eine feste Länge von 5 m mit zwei werkseitig konfektionierten SFP28-Steckern.##Worin unterscheidet sich ein AOC von einem Twinax-DAC?||Das AOC nutzt eine integrierte Glasfaser statt Kupfer und ist dadurch leichter, biegsamer und für größere Längen geeignet als ein passives Kupfer-DAC."
SFP-25G-AOC7M,"Ist dies ein originales Cisco-Modul?||Ja. Es handelt sich um Original Cisco-Neuware aus dem autorisierten Distributionskanal — versiegelt, mit Cisco Quality-ID zur Echtheitserkennung und Cisco-Standardgarantie.##Wie lang ist das SFP-25G-AOC7M?||Das Kabel hat eine feste Länge von 7 m mit zwei werkseitig konfektionierten SFP28-Steckern.##Worin unterscheidet sich ein AOC von einem Twinax-DAC?||Das AOC nutzt eine integrierte Glasfaser statt Kupfer und ist dadurch leichter, biegsamer und für größere Längen geeignet als ein passives Kupfer-DAC."
SFP-25G-AOC10M,"Ist dies ein originales Cisco-Modul?||Ja. Es handelt sich um Original Cisco-Neuware aus dem autorisierten Distributionskanal — versiegelt, mit Cisco Quality-ID zur Echtheitserkennung und Cisco-Standardgarantie.##Wie lang ist das SFP-25G-AOC10M?||Das Kabel hat eine feste Länge von 10 m mit zwei werkseitig konfektionierten SFP28-Steckern.##Worin unterscheidet sich ein AOC von einem Twinax-DAC?||Das AOC nutzt eine integrierte Glasfaser statt Kupfer und ist dadurch leichter, biegsamer und für größere Längen geeignet als ein passives Kupfer-DAC."
SFP-25G-SR-S,"Ist dies ein originales Cisco-Modul?||Ja. Es handelt sich um Original Cisco-Neuware aus dem autorisierten Distributionskanal — versiegelt, mit Cisco Quality-ID zur Echtheitserkennung und Cisco-Standardgarantie.##Wie weit reicht das SFP-25G-SR-S?||Bis zu 70 Meter über OM3-Multimode-Faser und bis zu 100 Meter über OM4/OM5 bei 850 nm mit Duplex-LC-Anschluss.##Benötigt das SFP-25G-SR-S FEC?||Ja. Für den 25-Gigabit-Betrieb wird RS-FEC auf den Host-Ports benötigt."
SFP-25G-SL,"Ist dies ein originales Cisco-Modul?||Ja. Es handelt sich um Original Cisco-Neuware aus dem autorisierten Distributionskanal — versiegelt, mit Cisco Quality-ID zur Echtheitserkennung und Cisco-Standardgarantie.##Wie weit reicht das SFP-25G-SL?||Bis zu 20 Meter über OM3 und bis zu 30 Meter über OM4/OM5 bei 850 nm — es ist die kostenoptimierte Short-Link-Variante des SR-S.##Benötigt das SFP-25G-SL FEC?||Ja. Das Short-Link-Modul benötigt RS-FEC auf den Host-Ports."
SFP-10/25G-CSR-S,"Ist dies ein originales Cisco-Modul?||Ja. Es handelt sich um Original Cisco-Neuware aus dem autorisierten Distributionskanal — versiegelt, mit Cisco Quality-ID zur Echtheitserkennung und Cisco-Standardgarantie.##Wie weit reicht das SFP-10/25G-CSR-S?||Bei 25G bis zu 300 Meter über OM3 und 400 Meter über OM4 mit RS-FEC; die genaue Reichweite hängt von FEC-Modus und Faserqualität ab.##Funktioniert das Modul auch mit 10 Gigabit?||Ja. Es ist ein dual-rate-Modul und arbeitet sowohl mit 10G als auch mit 25G; im 10G-Betrieb ist keine FEC erforderlich."
SFP-10/25G-LR-S,"Ist dies ein originales Cisco-Modul?||Ja. Es handelt sich um Original Cisco-Neuware aus dem autorisierten Distributionskanal — versiegelt, mit Cisco Quality-ID zur Echtheitserkennung und Cisco-Standardgarantie.##Wie weit reicht das SFP-10/25G-LR-S?||Bis zu 10 Kilometer über G.652-Singlemode-Faser — sowohl im 10G- als auch im 25G-Betrieb.##Benötigt das Modul FEC?||Für den 25-Gigabit-Betrieb wird RS-FEC auf den Host-Ports benötigt; im 10G-Betrieb ist keine FEC erforderlich."
SFP-10/25G-LR-I,"Ist dies ein originales Cisco-Modul?||Ja. Es handelt sich um Original Cisco-Neuware aus dem autorisierten Distributionskanal — versiegelt, mit Cisco Quality-ID zur Echtheitserkennung und Cisco-Standardgarantie.##Wofür eignet sich das SFP-10/25G-LR-I?||Für 10/25G-Verbindungen bis 10 Kilometer in rauen Umgebungen mit erweitertem Temperaturbereich von -40 bis 85 °C, etwa in Mobilfunk- und Industrieanwendungen.##Unterstützt das Modul CPRI?||Ja. Es unterstützt die CPRI-Datenraten-Optionen 7, 8, 9 und 10."
SFP-10/25G-BXD-I,"Ist dies ein originales Cisco-Modul?||Ja. Es handelt sich um Original Cisco-Neuware aus dem autorisierten Distributionskanal — versiegelt, mit Cisco Quality-ID zur Echtheitserkennung und Cisco-Standardgarantie.##Mit welchem Modul wird das SFP-10/25G-BXD-I gepaart?||Es wird stets mit einem SFP-10/25G-BXU-I am anderen Ende verbunden; die beiden Module nutzen vertauschte Sende- und Empfangswellenlängen über eine einzige Faser.##Warum genügt eine einzige Faser?||Beide Module trennen Sende- und Empfangsrichtung über unterschiedliche Wellenlängen (1330 nm und 1270 nm) und übertragen so bidirektional über einen einzigen Faserstrang."
SFP-10/25G-BXU-I,"Ist dies ein originales Cisco-Modul?||Ja. Es handelt sich um Original Cisco-Neuware aus dem autorisierten Distributionskanal — versiegelt, mit Cisco Quality-ID zur Echtheitserkennung und Cisco-Standardgarantie.##Mit welchem Modul wird das SFP-10/25G-BXU-I gepaart?||Es wird stets mit einem SFP-10/25G-BXD-I am anderen Ende verbunden; die beiden Module nutzen vertauschte Sende- und Empfangswellenlängen über eine einzige Faser.##Warum genügt eine einzige Faser?||Beide Module trennen Sende- und Empfangsrichtung über unterschiedliche Wellenlängen (1270 nm und 1330 nm) und übertragen so bidirektional über einen einzigen Faserstrang."
SFP-25G-ER-I,"Ist dies ein originales Cisco-Modul?||Ja. Es handelt sich um Original Cisco-Neuware aus dem autorisierten Distributionskanal — versiegelt, mit Cisco Quality-ID zur Echtheitserkennung und Cisco-Standardgarantie.##Wie weit reicht das SFP-25G-ER-I?||Bis zu 40 Kilometer über G.652-Singlemode-Faser; Strecken über 30 Kilometer gelten als Engineered Links und erfordern RS-FEC.##Für welche Umgebungen ist das Modul ausgelegt?||Für den erweiterten Industrie-Temperaturbereich von -40 bis 85 °C, etwa in Mobilfunk- und Outdoor-Anwendungen."
SFP-25G-BX40D-I,"Ist dies ein originales Cisco-Modul?||Ja. Es handelt sich um Original Cisco-Neuware aus dem autorisierten Distributionskanal — versiegelt, mit Cisco Quality-ID zur Echtheitserkennung und Cisco-Standardgarantie.##Mit welchem Modul wird das SFP-25G-BX40D-I gepaart?||Es wird stets mit einem SFP-25G-BX40U-I am anderen Ende verbunden; die beiden Module nutzen vertauschte Sende- und Empfangswellenlängen über eine einzige Faser.##Wie weit reicht das Modul?||Bis zu 40 Kilometer über eine einzige G.652-Singlemode-Faser bei 25G mit RS-FEC."
SFP-25G-BX40U-I,"Ist dies ein originales Cisco-Modul?||Ja. Es handelt sich um Original Cisco-Neuware aus dem autorisierten Distributionskanal — versiegelt, mit Cisco Quality-ID zur Echtheitserkennung und Cisco-Standardgarantie.##Mit welchem Modul wird das SFP-25G-BX40U-I gepaart?||Es wird stets mit einem SFP-25G-BX40D-I am anderen Ende verbunden; die beiden Module nutzen vertauschte Sende- und Empfangswellenlängen über eine einzige Faser.##Wie weit reicht das Modul?||Bis zu 40 Kilometer über eine einzige G.652-Singlemode-Faser bei 25G mit RS-FEC."
SFP-50G-CU0.5M,"Ist dies ein originales Cisco-Modul?||Ja. Es handelt sich um Original Cisco-Neuware aus dem autorisierten Distributionskanal — versiegelt, mit Cisco Quality-ID zur Echtheitserkennung und Cisco-Standardgarantie.##Wie lang ist das SFP-50G-CU0.5M?||Das Kabel hat eine feste Länge von 0,5 m mit zwei werkseitig konfektionierten SFP56-Steckern und einem LSZH-Mantel.##Welche FEC wird benötigt?||Im 50G-Modus wird RS-FEC (KP1-FEC) benötigt; im 25G-Modus ist bei dieser Länge keine FEC erforderlich."
